"GEOID","NAME","UATYPE","ALAND","AWATER","ALAND_SQMI","AWATER_SQMI","INTPTLAT","INTPTLONG","clusters"
78013,"St. Peter, MN Urban Cluster","C",11991419,219877,4.63,0.085,44.32597,-93.9669,1
78026,"St. Simons, GA Urban Cluster","C",23209624,314005,8.961,0.121,31.1791,-81.38425,1
78067,"Salamanca, NY Urban Cluster","C",8325596,389986,3.215,0.151,42.16064,-78.72768,1
78094,"Salem, IL Urban Cluster","C",14198076,160687,5.482,0.062,38.62601,-88.96912,1
78121,"Salem, IN Urban Cluster","C",10017992,6762,3.868,0.003,38.60444,-86.10172,1
78148,"Salem, MO Urban Cluster","C",8997438,0,3.474,0,37.64233,-91.541,1
78175,"Salem, NJ Urban Cluster","C",7206519,61029,2.782,0.024,39.56496,-75.47636,1
78202,"Salem, OH Urban Cluster","C",29983697,30854,11.577,0.012,40.90149,-80.83974,1
78229,"Salem, OR Urbanized Area","U",196604292,1013759,75.909,0.391,44.93414,-123.0103,2
78256,"Salida, CO Urban Cluster","C",12672510,0,4.893,0,38.53511,-106.0073,6
78283,"Salina, KS Urban Cluster","C",59410469,73406,22.939,0.028,38.81492,-97.61205,1
78310,"Salinas, CA Urbanized Area","U",126779854,397741,48.95,0.154,36.705,-121.664,15
78364,"Salisbury, MD--DE Urbanized Area","U",183105515,5378375,70.697,2.077,38.3841,-75.5429,1
78418,"Sallisaw, OK Urban Cluster","C",13972050,63931,5.395,0.025,35.46031,-94.79525,1
78445,"Salmon, ID Urban Cluster","C",5241681,92786,2.024,0.036,45.1778,-113.8992,108
78472,"Saltillo, MS Urban Cluster","C",11253999,73981,4.345,0.029,34.37367,-88.69026,1
78499,"Salt Lake City--West Valley City, UT Urbanized Area","U",719678000,553910,277.869,0.214,40.64084,-111.9295,47
78526,"Saluda, SC Urban Cluster","C",5694038,0,2.198,0,34.00404,-81.77144,1
78553,"San Angelo, TX Urbanized Area","U",121443502,2046874,46.89,0.79,31.44063,-100.4605,3
78580,"San Antonio, TX Urbanized Area","U",1546698179,10028383,597.184,3.872,29.5144,-98.47538,1
78607,"San Carlos, AZ Urban Cluster","C",10829281,1106,4.181,0,33.37275,-110.4604,17
78634,"Sandersville, GA Urban Cluster","C",18121410,40366,6.997,0.016,32.97501,-82.80738,1
78661,"San Diego, CA Urbanized Area","U",1897292193,73844122,732.549,28.511,32.92873,-117.1288,15
78688,"San Diego, TX Urban Cluster","C",4769402,0,1.841,0,27.75866,-98.23971,1
78715,"Sandpoint, ID Urban Cluster","C",21172295,3017365,8.175,1.165,48.26854,-116.5484,34
78742,"Sandusky, MI Urban Cluster","C",4583111,6492,1.77,0.003,43.42019,-82.83179,1
78769,"Sandusky, OH Urban Cluster","C",78411922,1471559,30.275,0.568,41.42021,-82.68078,1
78823,"Sandy, OR Urban Cluster","C",8122528,3843,3.136,0.001,45.39767,-122.2663,2
78850,"Sanford, ME Urban Cluster","C",16760194,350678,6.471,0.135,43.43595,-70.76427,1
78877,"Sanford, NC Urban Cluster","C",74953860,1841350,28.94,0.711,35.46142,-79.17308,1
78904,"San Francisco--Oakland, CA Urbanized Area","U",1356785312,24023748,523.858,9.276,37.69011,-122.1285,15
78931,"Sanger, CA Urban Cluster","C",14648188,0,5.656,0,36.69659,-119.565,15
78958,"Sanger, TX Urban Cluster","C",7781201,20813,3.004,0.008,33.35473,-97.17869,1
78985,"San Germán--Cabo Rojo--Sabana Grande, PR Urbanized Area","U",247287843,1648028,95.478,0.636,18.06765,-67.07819,4
79012,"San Joaquin, CA Urban Cluster","C",2466572,0,0.952,0,36.60698,-120.1878,15
79039,"San Jose, CA Urbanized Area","U",739938662,1089790,285.692,0.421,37.32984,-121.9451,15
79066,"San Jose (Tinian Municipality), MP Urban Cluster","C",9613541,356489,3.712,0.138,14.9778,145.6257,59
79093,"San Juan, PR Urbanized Area","U",2244782077,24679870,866.715,9.529,18.28817,-66.11625,4
79120,"San Luis, AZ Urban Cluster","C",9237833,54604,3.567,0.021,32.49515,-114.7715,32
79147,"San Luis Obispo, CA Urbanized Area","U",52865461,31079,20.411,0.012,35.27918,-120.6655,15
79174,"San Manuel, AZ Urban Cluster","C",2514821,0,0.971,0,32.60504,-110.6306,17
79201,"San Marcos, TX Urbanized Area","U",68851160,476961,26.584,0.184,29.86719,-97.92172,1
79255,"San Saba, TX Urban Cluster","C",4240207,0,1.637,0,31.19559,-98.72778,1
79282,"Santa Barbara, CA Urbanized Area","U",144577059,889598,55.822,0.343,34.42747,-119.7241,15
79309,"Santa Clarita, CA Urbanized Area","U",198765757,176336,76.744,0.068,34.42977,-118.5231,15
79336,"Santa Cruz, CA Urbanized Area","U",151130774,426257,58.352,0.165,37.05233,-121.999,15
79363,"Santa Fe, NM Urbanized Area","U",137594594,332373,53.126,0.128,35.64361,-106.0077,6
79390,"Santa Isabel, PR Urban Cluster","C",12708399,90679,4.907,0.035,17.97234,-66.41837,4
79417,"Santa Maria, CA Urbanized Area","U",75433019,201926,29.125,0.078,34.91181,-120.4389,15
79444,"Santa Paula, CA Urban Cluster","C",11438283,8195,4.416,0.003,34.35399,-119.0691,15
79471,"Santaquin, UT Urban Cluster","C",22470833,112115,8.676,0.043,39.96633,-111.7975,47
79498,"Santa Rosa, CA Urbanized Area","U",253718354,596864,97.961,0.23,38.44438,-122.7406,15
79525,"Santa Rosa, NM Urban Cluster","C",5667660,16622,2.188,0.006,34.93675,-104.686,18
79537,"Santa Rosa Beach, FL Urban Cluster","C",20152057,351780,7.781,0.136,30.3765,-86.24941,1
79552,"Santo Domingo Pueblo, NM Urban Cluster","C",2640233,0,1.019,0,35.5137,-106.3592,6
79579,"Saranac Lake, NY Urban Cluster","C",11561820,368655,4.464,0.142,44.32458,-74.13035,1
79606,"Sarasota--Bradenton, FL Urbanized Area","U",846015264,105678156,326.648,40.803,27.30353,-82.47526,1
79633,"Saratoga Springs, NY Urbanized Area","U",117787884,1653626,45.478,0.638,43.06671,-73.80813,1
79687,"Sauk Centre, MN Urban Cluster","C",7992791,673595,3.086,0.26,45.73647,-94.95273,1
79714,"Sault Ste. Marie, MI Urban Cluster","C",15147928,185257,5.849,0.072,46.4791,-84.35975,1
79741,"Savanna, IL--IA Urban Cluster","C",5095746,2562715,1.967,0.989,42.08935,-90.15216,1
79768,"Savannah, GA Urbanized Area","U",428677036,13913549,165.513,5.372,32.04485,-81.15173,1
79795,"Savannah, MO Urban Cluster","C",7681655,12713,2.966,0.005,39.9358,-94.82719,1
79822,"Savannah, TN Urban Cluster","C",20010027,2353,7.726,0.001,35.21908,-88.23502,1
79834,"Saw Creek, PA Urban Cluster","C",14598482,72754,5.637,0.028,41.10566,-75.04988,1
79876,"Sayre, OK Urban Cluster","C",3596707,0,1.389,0,35.29875,-99.63811,1
79903,"Sayre--Waverly, PA--NY Urban Cluster","C",24238849,479651,9.359,0.185,41.97857,-76.52238,1
79930,"Schulenburg, TX Urban Cluster","C",4449328,0,1.718,0,29.68068,-96.90874,1
79957,"Schuyler, NE Urban Cluster","C",6567052,149285,2.536,0.058,41.4499,-97.06528,1
80011,"Scott City, KS Urban Cluster","C",3917117,0,1.512,0,38.47985,-100.9091,3
80038,"Scott City, MO Urban Cluster","C",10953941,2368,4.229,0.001,37.22034,-89.53587,1
80065,"Scottsbluff, NE Urban Cluster","C",34064797,222703,13.152,0.086,41.85491,-103.6677,9
80092,"Scottsboro, AL Urban Cluster","C",28787315,527139,11.115,0.204,34.64963,-86.03514,1
80119,"Scottsburg, IN Urban Cluster","C",18791391,28595,7.255,0.011,38.69212,-85.7955,1
80173,"Scottsville, KY Urban Cluster","C",10336767,12447,3.991,0.005,36.74863,-86.19747,1
80227,"Scranton, PA Urbanized Area","U",442326788,8059603,170.783,3.112,41.24208,-75.9273,1
80281,"Sealy, TX Urban Cluster","C",8023406,48593,3.098,0.019,29.7748,-96.1553,1
80308,"Searcy, AR Urban Cluster","C",60706884,540103,23.439,0.209,35.2415,-91.70601,1
80335,"Seaside, OR Urban Cluster","C",13568661,370638,5.239,0.143,46.00519,-123.91,2
80362,"Seaside--Monterey, CA Urbanized Area","U",100171547,605090,38.676,0.234,36.61559,-121.8438,15
80389,"Seattle, WA Urbanized Area","U",2616507883,173676245,1010.239,67.057,47.46841,-122.2747,2
80400,"Sebastian--Vero Beach South--Florida Ridge, FL Urbanized Area","U",250355427,25849171,96.663,9.98,27.6634,-80.42271,1
80416,"Sebring--Avon Park, FL Urbanized Area","U",119509580,10114055,46.143,3.905,27.58056,-81.49723,1
80443,"Sedalia, MO Urban Cluster","C",48724198,298972,18.813,0.115,38.69527,-93.23019,1
80470,"Sedona, AZ Urban Cluster","C",12100304,54293,4.672,0.021,34.86165,-111.7842,17
80497,"Seguin, TX Urban Cluster","C",40868098,542103,15.779,0.209,29.57172,-97.9679,1
80524,"Selma, AL Urban Cluster","C",43710866,310809,16.877,0.12,32.41046,-87.03472,1
80551,"Selma, CA Urban Cluster","C",32511893,0,12.553,0,36.56704,-119.6089,15
80578,"Selmer, TN Urban Cluster","C",12152248,0,4.692,0,35.1729,-88.59174,1
80605,"Seminole, OK Urban Cluster","C",8911966,0,3.441,0,35.23317,-96.67702,1
80632,"Seminole, TX Urban Cluster","C",7866831,0,3.037,0,32.71704,-102.6524,3
80659,"Senatobia, MS Urban Cluster","C",10034394,0,3.874,0,34.61789,-89.97797,1
80671,"Seneca, SC Urban Cluster","C",86033862,2298976,33.218,0.888,34.70015,-82.94607,1
80686,"Sequim, WA Urban Cluster","C",63301209,0,24.441,0,48.09392,-123.1365,2
80695,"Seven Lakes, NC Urban Cluster","C",9995053,4259254,3.859,1.645,35.26058,-79.58084,1
80704,"Severance, CO Urban Cluster","C",4030106,0,1.556,0,40.52562,-104.8529,6
80713,"Sevierville, TN Urban Cluster","C",64851752,0,25.039,0,35.83389,-83.5545,1
80740,"Seville, OH Urban Cluster","C",17841536,3989,6.889,0.002,41.01485,-81.86987,1
80767,"Seward, NE Urban Cluster","C",6903009,2273,2.665,0.001,40.91426,-97.09302,1
80794,"Seymour, IN Urban Cluster","C",35131807,80713,13.564,0.031,38.95512,-85.88377,1
80848,"Seymour (Outagamie County), WI Urban Cluster","C",5701971,0,2.202,0,44.51247,-88.32871,1
80875,"Shady Cove, OR Urban Cluster","C",6481172,249581,2.502,0.096,42.61698,-122.814,15
80902,"Shady Side--Deale, MD Urban Cluster","C",25817872,4624138,9.968,1.785,38.82181,-76.53281,1
80929,"Shafter, CA Urban Cluster","C",9948439,0,3.841,0,35.49633,-119.2779,15
80956,"Shallowater, TX Urban Cluster","C",4026085,0,1.554,0,33.69383,-101.995,3
80985,"Shamokin--Mount Carmel, PA Urban Cluster","C",21204455,46416,8.187,0.018,40.78554,-76.58593,1
81002,"Shannondale, WV Urban Cluster","C",6737387,0,2.601,0,39.21666,-77.81019,1
81064,"Shawano, WI Urban Cluster","C",16336509,677456,6.308,0.262,44.78674,-88.57531,1
81091,"Shawnee, OK Urban Cluster","C",57506843,115653,22.204,0.045,35.33947,-96.92168,1
81118,"Sheboygan, WI Urbanized Area","U",86596378,1018419,33.435,0.393,43.7508,-87.75774,1
81172,"Shelby, MT Urban Cluster","C",3733106,0,1.441,0,48.50683,-111.8671,52
81199,"Shelby, NC Urban Cluster","C",75478439,5396977,29.142,2.084,35.28675,-81.50576,1
81226,"Shelby, OH Urban Cluster","C",13105884,163395,5.06,0.063,40.88363,-82.66248,1
81253,"Shelbyville, IL Urban Cluster","C",7712413,0,2.978,0,39.40836,-88.80959,1
81280,"Shelbyville, IN Urban Cluster","C",27190300,296780,10.498,0.115,39.52707,-85.77625,1
81307,"Shelbyville, KY Urban Cluster","C",35560165,488837,13.73,0.189,38.21692,-85.2558,1
81334,"Shelbyville, TN Urban Cluster","C",34930387,0,13.487,0,35.48842,-86.45048,1
81361,"Sheldon, IA Urban Cluster","C",5322815,0,2.055,0,43.18234,-95.84396,1
81388,"Shelley, ID Urban Cluster","C",5352078,0,2.066,0,43.38009,-112.1264,11
81415,"Shelton, WA Urban Cluster","C",47215771,1222644,18.23,0.472,47.23362,-123.0904,2
81442,"Shenandoah, IA Urban Cluster","C",10765549,0,4.157,0,40.75287,-95.37294,1
81472,"Shenandoah--Mahanoy City--Frackville, PA Urban Cluster","C",29667894,423259,11.455,0.163,40.7902,-76.20059,1
81496,"Shepherdstown, WV--MD Urban Cluster","C",9276753,85291,3.582,0.033,39.43872,-77.78654,1
81523,"Sheridan, AR Urban Cluster","C",8948752,0,3.455,0,34.30722,-92.40385,1
81550,"Sheridan, IN Urban Cluster","C",4039570,2453,1.56,0.001,40.13025,-86.22481,1
81577,"Sheridan, OR Urban Cluster","C",8315595,158433,3.211,0.061,45.09945,-123.4035,2
81604,"Sheridan, WY Urban Cluster","C",33890073,49823,13.085,0.019,44.78658,-106.962,37
81631,"Sherman, TX Urbanized Area","U",93121207,481884,35.954,0.186,33.68162,-96.58358,1
81658,"Shippensburg, PA Urban Cluster","C",25395294,72686,9.805,0.028,40.05231,-77.50752,1
81685,"Shiprock, NM Urban Cluster","C",11067544,2030,4.273,0.001,36.78576,-108.6849,6
81701,"Shorewood Forest, IN Urban Cluster","C",6537084,876673,2.524,0.338,41.46217,-87.16487,1
81712,"Show Low, AZ Urban Cluster","C",23141618,0,8.935,0,34.23616,-110.0544,17
81739,"Shreveport, LA Urbanized Area","U",480096637,6229516,185.366,2.405,32.48729,-93.7562,1
81766,"Sibley, IA Urban Cluster","C",2766531,0,1.068,0,43.40235,-95.74493,1
81793,"Sidney, MT Urban Cluster","C",10300293,0,3.977,0,47.7119,-104.1763,109
81820,"Sidney, NE Urban Cluster","C",8307331,0,3.207,0,41.13685,-102.9784,9
81847,"Sidney, NY Urban Cluster","C",9892531,149463,3.82,0.058,42.30348,-75.38471,1
81874,"Sidney, OH Urban Cluster","C",29571313,344354,11.418,0.133,40.29375,-84.16293,1
81889,"Sierra View--Indian Mountain Lake, PA Urban Cluster","C",103874214,464028,40.106,0.179,40.96451,-75.46348,1
81901,"Sierra Vista, AZ Urbanized Area","U",78423080,50937,30.279,0.02,31.53557,-110.2855,17
81928,"Sikeston, MO Urban Cluster","C",21371024,27301,8.251,0.011,36.87868,-89.58125,1
81955,"Siler City, NC Urban Cluster","C",17909237,46121,6.915,0.018,35.73286,-79.46057,1
81982,"Siloam Springs, AR--OK Urban Cluster","C",37286231,206220,14.396,0.08,36.201,-94.53586,1
82009,"Silsbee, TX Urban Cluster","C",29668598,198013,11.455,0.076,30.36559,-94.17483,1
82023,"Silt, CO Urban Cluster","C",3023366,0,1.167,0,39.54968,-107.6527,6
82036,"Silver City, NM Urban Cluster","C",26309413,52607,10.158,0.02,32.77845,-108.266,22
82063,"Silver Creek, NY Urban Cluster","C",6725763,17807,2.597,0.007,42.55161,-79.14917,1
82076,"Silver Lakes, CA Urban Cluster","C",5768546,1031337,2.227,0.398,34.75081,-117.3441,15
82090,"Silverthorne--Frisco, CO Urban Cluster","C",23234532,77606,8.971,0.03,39.63271,-106.0523,6
82117,"Silverton, OR Urban Cluster","C",10035320,42776,3.875,0.017,45.00367,-122.7755,2
82144,"Simi Valley, CA Urbanized Area","U",81413318,1899012,31.434,0.733,34.26971,-118.7469,15
82171,"Sinton, TX Urban Cluster","C",5761174,0,2.224,0,28.03355,-97.5068,1
82198,"Sioux Center, IA Urban Cluster","C",9380431,0,3.622,0,43.07809,-96.17151,1
82225,"Sioux City, IA--NE--SD Urbanized Area","U",140773771,2131844,54.353,0.823,42.48203,-96.40132,1
82252,"Sioux Falls, SD Urbanized Area","U",166308897,1145930,64.212,0.442,43.53349,-96.73563,1
82279,"Sissonville, WV Urban Cluster","C",7403095,45495,2.858,0.018,38.47902,-81.66022,1
82306,"Sitka, AK Urban Cluster","C",10510356,95452,4.058,0.037,57.05603,-135.2941,110
82333,"Skaneateles, NY Urban Cluster","C",7265733,0,2.805,0,42.95094,-76.42801,1
82360,"Skiatook, OK Urban Cluster","C",9590366,68944,3.703,0.027,36.36359,-96.01674,1
82387,"Skowhegan, ME Urban Cluster","C",8004558,105055,3.091,0.041,44.77815,-69.7122,1
82414,"Slaton, TX Urban Cluster","C",6552090,11252,2.53,0.004,33.43526,-101.6494,3
82441,"Sleepy Eye, MN Urban Cluster","C",3949168,7252,1.525,0.003,44.29674,-94.72212,1
82468,"Slidell, LA Urbanized Area","U",151633885,5466069,58.546,2.11,30.29442,-89.79127,1
82495,"Slippery Rock, PA Urban Cluster","C",8467496,0,3.269,0,41.06253,-80.05084,1
82522,"Smithfield, NC Urban Cluster","C",61225730,154031,23.639,0.059,35.53061,-78.35842,1
82549,"Smithfield, VA Urban Cluster","C",24805986,287942,9.578,0.111,36.98005,-76.59297,1
82562,"Smithton, IL Urban Cluster","C",6165947,309522,2.381,0.12,38.3931,-89.99587,1
82603,"Smithville, TN Urban Cluster","C",8259502,0,3.189,0,35.95369,-85.82594,1
82630,"Smithville, TX Urban Cluster","C",5195406,4225,2.006,0.002,30.0057,-97.15184,1
82641,"Smithville North, MO Urban Cluster","C",4064682,0,1.569,0,39.43639,-94.56302,1
82665,"Sneads Ferry, NC Urban Cluster","C",13917665,1087083,5.374,0.42,34.54052,-77.38392,1
82675,"Snoqualmie, WA Urban Cluster","C",30997107,300289,11.968,0.116,47.53462,-121.8771,2
82684,"Snowflake, AZ Urban Cluster","C",12803233,0,4.943,0,34.50538,-110.0834,17
82711,"Snyder, TX Urban Cluster","C",17774587,72772,6.863,0.028,32.71458,-100.9148,3
82724,"Social Circle, GA Urban Cluster","C",9245866,53201,3.57,0.021,33.67012,-83.71843,1
82738,"Socorro, NM Urban Cluster","C",15972538,25853,6.167,0.01,34.06402,-106.8982,6
82765,"Soda Springs, ID Urban Cluster","C",5965323,132294,2.303,0.051,42.68326,-111.5848,47
82792,"Sodus, NY Urban Cluster","C",6019480,0,2.324,0,43.23905,-77.06187,1
82819,"Soldotna, AK Urban Cluster","C",18827796,639911,7.269,0.247,60.48282,-151.1114,82
82846,"Soledad, CA Urban Cluster","C",10717845,23207,4.138,0.009,36.43112,-121.3292,15
82873,"Solvang--Buellton--Santa Ynez, CA Urban Cluster","C",19757330,2595,7.628,0.001,34.61297,-120.0948,15
82900,"Somerset, KY Urban Cluster","C",89464759,1394409,34.543,0.538,37.06487,-84.62622,1
82913,"Somerset, MI Urban Cluster","C",8693474,3311462,3.357,1.279,42.05849,-84.41297,1
82927,"Somerset, PA Urban Cluster","C",20258271,0,7.822,0,40.00631,-79.06692,1
82937,"Somerset, WI Urban Cluster","C",5259489,0,2.031,0,45.12756,-92.67206,1
82981,"Somerton, AZ Urban Cluster","C",19755593,3867,7.628,0.001,32.58019,-114.6474,32
83008,"Sonoma, CA Urban Cluster","C",32188801,0,12.428,0,38.29914,-122.4765,15
83062,"Sonora, TX Urban Cluster","C",5021296,0,1.939,0,30.56792,-100.6444,3
83073,"Sonora--Jamestown--Phoenix Lake, CA Urban Cluster","C",80837982,559492,31.212,0.216,38.00167,-120.3174,15
83089,"Soperton, GA Urban Cluster","C",6427690,91756,2.482,0.035,32.37269,-82.59643,1
83116,"South Bend, IN--MI Urbanized Area","U",417300959,8309584,161.121,3.208,41.71436,-86.20174,1
83143,"South Boston, VA Urban Cluster","C",17727398,59464,6.845,0.023,36.72746,-78.91188,1
83156,"South Deerfield, MA Urban Cluster","C",17073321,211717,6.592,0.082,42.43425,-72.56416,1
83210,"South Fallsburg, NY Urban Cluster","C",8627769,24659,3.331,0.01,41.72477,-74.61793,1
83251,"South Haven, MI Urban Cluster","C",13578480,262194,5.243,0.101,42.39483,-86.26963,1
83278,"South Hill, VA Urban Cluster","C",12520790,86575,4.834,0.033,36.72211,-78.11535,1
83305,"South Lake Tahoe, CA--NV Urban Cluster","C",43194831,570993,16.678,0.22,38.86082,-120.0114,15
83332,"South Lyon--Howell, MI Urbanized Area","U",265989378,24405919,102.699,9.423,42.50728,-83.80604,1
83359,"Southold, NY Urban Cluster","C",28786117,2505598,11.114,0.967,41.08104,-72.39537,1
83368,"South Paris, ME Urban Cluster","C",11658068,263788,4.501,0.102,44.21559,-70.52124,1
83377,"South Pittsburg, TN--AL Urban Cluster","C",12763478,0,4.928,0,34.94603,-85.72624,1
83386,"South Vacherie, LA Urban Cluster","C",3836845,10034,1.481,0.004,29.93553,-90.69528,1
83440,"Sparta, GA Urban Cluster","C",9971569,44375,3.85,0.017,33.27514,-82.97377,1
83467,"Sparta, IL Urban Cluster","C",6203063,14691,2.395,0.006,38.12928,-89.70475,1
83480,"Sparta, MI Urban Cluster","C",4470726,4498,1.726,0.002,43.15667,-85.7086,1
83494,"Sparta, TN Urban Cluster","C",16526728,0,6.381,0,35.93482,-85.47969,1
83521,"Sparta, WI Urban Cluster","C",14072955,0,5.434,0,43.93901,-90.81643,1
83548,"Spartanburg, SC Urbanized Area","U",492279471,7738958,190.07,2.988,34.97487,-81.98951,1
83575,"Spearfish, SD Urban Cluster","C",15826202,0,6.111,0,44.49439,-103.855,9
83602,"Spearman, TX Urban Cluster","C",3966314,0,1.531,0,36.1941,-101.1941,3
83629,"Spencer, IA Urban Cluster","C",15982385,349225,6.171,0.135,43.14374,-95.15656,1
83656,"Spencer, WV Urban Cluster","C",5100240,43852,1.969,0.017,38.81098,-81.36181,1
83710,"Spirit Lake, IA Urban Cluster","C",30080854,4444728,11.614,1.716,43.3909,-95.11637,1
83764,"Spokane, WA Urbanized Area","U",425437513,5134615,164.262,1.982,47.68043,-117.3523,34
83791,"Spooner, WI Urban Cluster","C",4369046,115200,1.687,0.044,45.82214,-91.89038,1
83818,"Spout Springs, NC Urban Cluster","C",45858143,1342247,17.706,0.518,35.27291,-79.04731,1
83851,"Spring Creek North, NV Urban Cluster","C",8547315,2334,3.3,0.001,40.80622,-115.6645,55
83859,"Spring Creek South, NV Urban Cluster","C",14567432,137195,5.625,0.053,40.72955,-115.5894,55
83872,"Springfield, GA Urban Cluster","C",6331763,0,2.445,0,32.36726,-81.31324,1
83899,"Springfield, IL Urbanized Area","U",239169908,6319392,92.344,2.44,39.78663,-89.64241,1
83926,"Springfield, MA--CT Urbanized Area","U",902770609,26870545,348.562,10.375,42.1259,-72.57396,1
83953,"Springfield, MO Urbanized Area","U",368717546,1617211,142.363,0.624,37.14887,-93.28705,1
83980,"Springfield, OH Urbanized Area","U",126811593,328699,48.962,0.127,39.93765,-83.81301,1
83993,"Springfield, TN Urban Cluster","C",31703305,0,12.241,0,36.48519,-86.87711,1
84007,"Springfield, VT Urban Cluster","C",7997140,215812,3.088,0.083,43.30992,-72.50052,1
84024,"Spring Hill, FL Urbanized Area","U",298004367,10280836,115.06,3.969,28.48799,-82.5243,1
84034,"Spring Hill, KS Urban Cluster","C",9226656,57200,3.562,0.022,38.74072,-94.82142,1
84061,"Springhill, LA Urban Cluster","C",14100229,62504,5.444,0.024,32.99252,-93.45666,1
84088,"Spring Hill, TN Urban Cluster","C",56310958,53276,21.742,0.021,35.74163,-86.91427,1
84115,"Springs, NY Urban Cluster","C",35923271,148052,13.87,0.057,40.97618,-72.17779,1
84124,"Springtown, TX Urban Cluster","C",5599027,0,2.162,0,32.96862,-97.68388,1
84132,"Springville, AL Urban Cluster","C",6585757,30256,2.543,0.012,33.77148,-86.48178,1
84142,"Springville, NY Urban Cluster","C",6425511,51958,2.481,0.02,42.50945,-78.67253,1
84155,"Spruce Pine, NC Urban Cluster","C",19217744,0,7.42,0,35.92427,-82.03692,1
84169,"Stafford Springs, CT Urban Cluster","C",14883488,132265,5.747,0.051,41.96775,-72.29541,1
84223,"Stamford, TX Urban Cluster","C",4752974,15815,1.835,0.006,32.94234,-99.79536,1
84277,"Stanford, KY Urban Cluster","C",8292697,70318,3.202,0.027,37.53939,-84.66171,1
84290,"Stanley, WI Urban Cluster","C",4552897,1534,1.758,0.001,44.95767,-90.93968,1
84304,"Stansbury Park, UT Urban Cluster","C",7533047,490768,2.909,0.189,40.6387,-112.2958,47
84331,"Stanton, KY Urban Cluster","C",9546192,138914,3.686,0.054,37.84483,-83.85898,1
84385,"Stanwood, WA Urban Cluster","C",7008760,0,2.706,0,48.24536,-122.3421,2
84412,"Staples, MN Urban Cluster","C",3549688,0,1.371,0,46.36168,-94.79459,1
84429,"Star, ID Urban Cluster","C",8567261,52864,3.308,0.02,43.69725,-116.492,33
84439,"Starke, FL Urban Cluster","C",11707786,0,4.52,0,29.94531,-82.10475,1
84466,"Starkville, MS Urban Cluster","C",44111185,249122,17.031,0.096,33.45495,-88.81282,1
84493,"State College, PA Urbanized Area","U",74658174,0,28.826,0,40.79931,-77.85808,1
84547,"Statesboro, GA Urban Cluster","C",66391857,1636779,25.634,0.632,32.42664,-81.79253,1
84601,"Staunton, IL Urban Cluster","C",12876223,187489,4.972,0.072,39.00177,-89.77734,1
84630,"Staunton--Waynesboro, VA Urbanized Area","U",98751266,458932,38.128,0.177,38.11904,-78.99127,1
84655,"Stayton, OR Urban Cluster","C",8641940,0,3.337,0,44.816,-122.7926,2
84682,"Steamboat Springs, CO Urban Cluster","C",21148478,0,8.165,0,40.46187,-106.8189,6
84736,"Steeleville, IL Urban Cluster","C",6251424,16627,2.414,0.006,38.0145,-89.63013,1
84763,"Stephenville, TX Urban Cluster","C",20838427,4727,8.046,0.002,32.21928,-98.22113,1
84790,"Sterling, CO Urban Cluster","C",16800520,0,6.487,0,40.62546,-103.2161,9
84817,"Sterling, IL Urban Cluster","C",37018286,1561197,14.293,0.603,41.78836,-89.69683,1
84871,"Stevens Point, WI Urban Cluster","C",62393320,2249461,24.09,0.869,44.51129,-89.55168,1
84925,"Stewartstown, PA Urban Cluster","C",6415832,0,2.477,0,39.75591,-76.59078,1
84952,"Stewartville, MN Urban Cluster","C",6613978,0,2.554,0,43.8605,-92.48754,1
84979,"Stigler, OK Urban Cluster","C",5991083,0,2.313,0,35.25727,-95.12104,1
85033,"Stillwater, OK Urban Cluster","C",53158356,1097487,20.525,0.424,36.12076,-97.07274,1
85060,"Stilwell, OK Urban Cluster","C",6040831,19438,2.332,0.008,35.81266,-94.63344,1
85087,"Stockton, CA Urbanized Area","U",239628657,4315866,92.521,1.666,37.96191,-121.2875,15
85114,"Storm Lake, IA Urban Cluster","C",9769070,1586,3.772,0.001,42.64342,-95.20207,1
85168,"Story City, IA Urban Cluster","C",3785673,5179,1.462,0.002,42.18837,-93.58719,1
85195,"Strasburg, VA Urban Cluster","C",9817026,92396,3.79,0.036,38.99391,-78.35651,1
85208,"Strawberry Plains, TN Urban Cluster","C",14419809,79901,5.568,0.031,36.04094,-83.6476,1
85222,"Streator, IL Urban Cluster","C",21772827,0,8.407,0,41.12344,-88.83382,1
85249,"Stuarts Draft, VA Urban Cluster","C",23000391,354486,8.881,0.137,38.02366,-79.02318,1
85276,"Sturgeon Bay, WI Urban Cluster","C",14272077,4707124,5.51,1.817,44.83329,-87.37456,1
85303,"Sturgis, MI Urban Cluster","C",24750073,182,9.556,0,41.79537,-85.41972,1
85330,"Sturgis, SD Urban Cluster","C",9596865,0,3.705,0,44.40878,-103.5183,9
85357,"Stuttgart, AR Urban Cluster","C",13301001,0,5.136,0,34.49345,-91.55068,1
85390,"Sugarmill Woods, FL Urban Cluster","C",27203866,0,10.503,0,28.72443,-82.53433,1
85411,"Sullivan, IL Urban Cluster","C",8254927,10770,3.187,0.004,39.59156,-88.60685,1
85438,"Sullivan, IN Urban Cluster","C",5733373,0,2.214,0,39.09867,-87.40695,1
85465,"Sullivan, MO Urban Cluster","C",18316697,0,7.072,0,38.19638,-91.19023,1
85492,"Sullivan City, TX Urban Cluster","C",9131912,0,3.526,0,26.28037,-98.56222,1
85519,"Sulphur, OK Urban Cluster","C",9583883,133634,3.7,0.052,34.50705,-96.97534,1
