GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
76744	"Rupert, ID Urban Cluster"	C	8140199	7822	3.143	0.003	42.615589	-113.684
76759	"Rush City, MN Urban Cluster"	C	7681747	176421	2.966	0.068	45.688815	-92.957316
76771	"Rushville, IL Urban Cluster"	C	3544210	0	1.368	0	40.12115	-90.564737
76798	"Rushville, IN Urban Cluster"	C	10903692	0	4.21	0	39.615766	-85.449958
76825	"Rusk, TX Urban Cluster"	C	8040263	0	3.104	0	31.801512	-95.151866
76852	"Russell, KS Urban Cluster"	C	5347453	0	2.065	0	38.888477	-98.858358
76879	"Russells Point, OH Urban Cluster"	C	13908838	98245	5.37	0.038	40.468186	-83.890087
76906	"Russellville, AL Urban Cluster"	C	19692144	123465	7.603	0.048	34.51731	-87.71984
76933	"Russellville, AR Urban Cluster"	C	62680321	548928	24.201	0.212	35.275523	-93.131461
76960	"Russellville, KY Urban Cluster"	C	17807622	39999	6.876	0.015	36.844789	-86.892016
76987	"Ruston, LA Urban Cluster"	C	61509763	10982	23.749	0.004	32.535867	-92.65016
77014	"Rutland, VT Urban Cluster"	C	31811444	327357	12.282	0.126	43.602518	-72.981685
77027	"Sabetha, KS Urban Cluster"	C	4389013	13443	1.695	0.005	39.902636	-95.798286
77041	"Sabina, OH Urban Cluster"	C	2971939	7060	1.147	0.003	39.489241	-83.63353
77068	"Sacramento, CA Urbanized Area"	U	1219984682	12767023	471.039	4.929	38.638578	-121.324669
77095	"Safford, AZ Urban Cluster"	C	34014741	11415	13.133	0.004	32.836813	-109.745522
77149	"Saginaw, MI Urbanized Area"	U	184446838	2883974	71.215	1.114	43.43194	-83.981818
77161	"Sahuarita--Green Valley, AZ Urban Cluster"	C	59147637	39434	22.837	0.015	31.893608	-110.992493
77176	"St. Albans, VT Urban Cluster"	C	10849861	9313	4.189	0.004	44.808422	-73.082507
77203	"St. Anthony, ID Urban Cluster"	C	4808828	39908	1.857	0.015	43.962937	-111.680245
77230	"St. Augustine, FL Urbanized Area"	U	111602165	9249803	43.09	3.571	29.865818	-81.317432
77284	"St. Charles, MN Urban Cluster"	C	4244812	0	1.639	0	43.969688	-92.062008
77311	"St. Clair, MO Urban Cluster"	C	9780057	80069	3.776	0.031	38.344045	-90.984272
77338	"St. Cloud, MN Urbanized Area"	U	130137191	3168418	50.246	1.223	45.572139	-94.193582
77365	"Ste. Genevieve, MO Urban Cluster"	C	6363605	0	2.457	0	37.973405	-90.047395
77392	"St. Francis, MN Urban Cluster"	C	12602835	2119784	4.866	0.818	45.367023	-93.351563
77446	"St. George, UT Urbanized Area"	U	116323515	117026	44.913	0.045	37.105622	-113.567422
77500	"St. Helena, CA Urban Cluster"	C	16156072	106863	6.238	0.041	38.512838	-122.468034
77527	"St. Helens, OR Urban Cluster"	C	33790077	271862	13.046	0.105	45.826288	-122.84606
77554	"St. Ignace, MI Urban Cluster"	C	5512473	31014	2.128	0.012	45.864565	-84.731717
77581	"St. James, MN Urban Cluster"	C	5209134	0	2.011	0	43.983691	-94.626825
77608	"St. James, MO Urban Cluster"	C	6294063	12145	2.43	0.005	37.999846	-91.617257
77618	"St. James, NC Urban Cluster"	C	8120497	9174	3.135	0.004	33.938824	-78.113638
77635	"St. Johns, AZ Urban Cluster"	C	5576719	5401	2.153	0.002	34.503291	-109.379494
77662	"St. Johns, MI Urban Cluster"	C	10901512	47063	4.209	0.018	42.991428	-84.558099
77689	"St. Johnsbury, VT Urban Cluster"	C	8565683	122277	3.307	0.047	44.435491	-72.012249
77716	"St. Joseph, IL Urban Cluster"	C	7728683	10463	2.984	0.004	40.117647	-88.033846
77743	"St. Joseph, MO--KS Urbanized Area"	U	108380073	341373	41.846	0.132	39.75655	-94.830405
77770	"St. Louis, MO--IL Urbanized Area"	U	2392114666	29083296	923.601	11.229	38.630705	-90.340926
77797	"St. Maries, ID Urban Cluster"	C	3402697	16323	1.314	0.006	47.316543	-116.574805
77824	"St. Martinville, LA Urban Cluster"	C	12639297	230179	4.88	0.089	30.129085	-91.835324
77841	"St. Marys, KS Urban Cluster"	C	2735477	0	1.056	0	39.195239	-96.066729
77851	"St. Marys, OH Urban Cluster"	C	13817084	50356	5.335	0.019	40.542817	-84.399716
77878	"St. Marys, PA Urban Cluster"	C	17281807	3139	6.673	0.001	41.421274	-78.534949
77905	"St. Marys, WV--OH Urban Cluster"	C	6767281	19918	2.613	0.008	39.398025	-81.220842
77932	"St. Marys--Kingsland, GA Urban Cluster"	C	81334944	1967348	31.404	0.76	30.779763	-81.60768
77986	"St. Pauls, NC Urban Cluster"	C	5976255	0	2.307	0	34.81361	-78.971211
78013	"St. Peter, MN Urban Cluster"	C	11991419	219877	4.63	0.085	44.325972	-93.966904
78026	"St. Simons, GA Urban Cluster"	C	23209624	314005	8.961	0.121	31.179098	-81.384254
78067	"Salamanca, NY Urban Cluster"	C	8325596	389986	3.215	0.151	42.160643	-78.727677
78094	"Salem, IL Urban Cluster"	C	14198076	160687	5.482	0.062	38.626007	-88.969117
78121	"Salem, IN Urban Cluster"	C	10017992	6762	3.868	0.003	38.604444	-86.101723
78148	"Salem, MO Urban Cluster"	C	8997438	0	3.474	0	37.642329	-91.541001
78175	"Salem, NJ Urban Cluster"	C	7206519	61029	2.782	0.024	39.564963	-75.476359
78202	"Salem, OH Urban Cluster"	C	29983697	30854	11.577	0.012	40.901486	-80.839736
78229	"Salem, OR Urbanized Area"	U	196604292	1013759	75.909	0.391	44.93414	-123.010267
78256	"Salida, CO Urban Cluster"	C	12672510	0	4.893	0	38.535111	-106.007336
78283	"Salina, KS Urban Cluster"	C	59410469	73406	22.939	0.028	38.81492	-97.612054
78310	"Salinas, CA Urbanized Area"	U	126779854	397741	48.95	0.154	36.705002	-121.66399
78364	"Salisbury, MD--DE Urbanized Area"	U	183105515	5378375	70.697	2.077	38.384105	-75.542904
78418	"Sallisaw, OK Urban Cluster"	C	13972050	63931	5.395	0.025	35.460307	-94.795253
78445	"Salmon, ID Urban Cluster"	C	5241681	92786	2.024	0.036	45.177795	-113.899236
78472	"Saltillo, MS Urban Cluster"	C	11253999	73981	4.345	0.029	34.373667	-88.690258
78499	"Salt Lake City--West Valley City, UT Urbanized Area"	U	719678000	553910	277.869	0.214	40.640838	-111.929515
78526	"Saluda, SC Urban Cluster"	C	5694038	0	2.198	0	34.004036	-81.771437
78553	"San Angelo, TX Urbanized Area"	U	121443502	2046874	46.89	0.79	31.440632	-100.46049
78580	"San Antonio, TX Urbanized Area"	U	1546698179	10028383	597.184	3.872	29.514399	-98.475376
78607	"San Carlos, AZ Urban Cluster"	C	10829281	1106	4.181	0	33.372751	-110.460377
78634	"Sandersville, GA Urban Cluster"	C	18121410	40366	6.997	0.016	32.97501	-82.807381
78661	"San Diego, CA Urbanized Area"	U	1897292193	73844122	732.549	28.511	32.928728	-117.128799
78688	"San Diego, TX Urban Cluster"	C	4769402	0	1.841	0	27.758661	-98.239712
78715	"Sandpoint, ID Urban Cluster"	C	21172295	3017365	8.175	1.165	48.268536	-116.548387
78742	"Sandusky, MI Urban Cluster"	C	4583111	6492	1.77	0.003	43.420193	-82.831795
78769	"Sandusky, OH Urban Cluster"	C	78411922	1471559	30.275	0.568	41.420209	-82.680777
78823	"Sandy, OR Urban Cluster"	C	8122528	3843	3.136	0.001	45.397667	-122.26627
78850	"Sanford, ME Urban Cluster"	C	16760194	350678	6.471	0.135	43.435951	-70.764267
78877	"Sanford, NC Urban Cluster"	C	74953860	1841350	28.94	0.711	35.461423	-79.173084
78904	"San Francisco--Oakland, CA Urbanized Area"	U	1356785312	24023748	523.858	9.276	37.690115	-122.128498
78931	"Sanger, CA Urban Cluster"	C	14648188	0	5.656	0	36.69659	-119.565048
78958	"Sanger, TX Urban Cluster"	C	7781201	20813	3.004	0.008	33.354733	-97.178689
78985	"San Germán--Cabo Rojo--Sabana Grande, PR Urbanized Area"	U	247287843	1648028	95.478	0.636	18.067652	-67.078194
79012	"San Joaquin, CA Urban Cluster"	C	2466572	0	0.952	0	36.606981	-120.187815
79039	"San Jose, CA Urbanized Area"	U	739938662	1089790	285.692	0.421	37.329845	-121.945145
79066	"San Jose (Tinian Municipality), MP Urban Cluster"	C	9613541	356489	3.712	0.138	14.977796	145.625653
79093	"San Juan, PR Urbanized Area"	U	2244782077	24679870	866.715	9.529	18.288174	-66.116246
79120	"San Luis, AZ Urban Cluster"	C	9237833	54604	3.567	0.021	32.495152	-114.771548
79147	"San Luis Obispo, CA Urbanized Area"	U	52865461	31079	20.411	0.012	35.279183	-120.665546
79174	"San Manuel, AZ Urban Cluster"	C	2514821	0	0.971	0	32.605045	-110.630614
79201	"San Marcos, TX Urbanized Area"	U	68851160	476961	26.584	0.184	29.867189	-97.921715
79255	"San Saba, TX Urban Cluster"	C	4240207	0	1.637	0	31.195586	-98.727785
79282	"Santa Barbara, CA Urbanized Area"	U	144577059	889598	55.822	0.343	34.42747	-119.724102
79309	"Santa Clarita, CA Urbanized Area"	U	198765757	176336	76.744	0.068	34.429766	-118.5231
79336	"Santa Cruz, CA Urbanized Area"	U	151130774	426257	58.352	0.165	37.052331	-121.99896
79363	"Santa Fe, NM Urbanized Area"	U	137594594	332373	53.126	0.128	35.643611	-106.007728
79390	"Santa Isabel, PR Urban Cluster"	C	12708399	90679	4.907	0.035	17.972338	-66.418372
79417	"Santa Maria, CA Urbanized Area"	U	75433019	201926	29.125	0.078	34.911814	-120.438878
79444	"Santa Paula, CA Urban Cluster"	C	11438283	8195	4.416	0.003	34.353989	-119.069052
79471	"Santaquin, UT Urban Cluster"	C	22470833	112115	8.676	0.043	39.966326	-111.797478
79498	"Santa Rosa, CA Urbanized Area"	U	253718354	596864	97.961	0.23	38.444378	-122.740631
79525	"Santa Rosa, NM Urban Cluster"	C	5667660	16622	2.188	0.006	34.936754	-104.686031
79537	"Santa Rosa Beach, FL Urban Cluster"	C	20152057	351780	7.781	0.136	30.376503	-86.249411
79552	"Santo Domingo Pueblo, NM Urban Cluster"	C	2640233	0	1.019	0	35.513697	-106.359188
79579	"Saranac Lake, NY Urban Cluster"	C	11561820	368655	4.464	0.142	44.324583	-74.130354
79606	"Sarasota--Bradenton, FL Urbanized Area"	U	846015264	105678156	326.648	40.803	27.303534	-82.475257
79633	"Saratoga Springs, NY Urbanized Area"	U	117787884	1653626	45.478	0.638	43.066707	-73.808135
79687	"Sauk Centre, MN Urban Cluster"	C	7992791	673595	3.086	0.26	45.736472	-94.952729
79714	"Sault Ste. Marie, MI Urban Cluster"	C	15147928	185257	5.849	0.072	46.479105	-84.359754
79741	"Savanna, IL--IA Urban Cluster"	C	5095746	2562715	1.967	0.989	42.089345	-90.152163
79768	"Savannah, GA Urbanized Area"	U	428677036	13913549	165.513	5.372	32.044851	-81.151732
79795	"Savannah, MO Urban Cluster"	C	7681655	12713	2.966	0.005	39.935801	-94.827185
79822	"Savannah, TN Urban Cluster"	C	20010027	2353	7.726	0.001	35.219076	-88.235025
79834	"Saw Creek, PA Urban Cluster"	C	14598482	72754	5.637	0.028	41.105659	-75.049884
79876	"Sayre, OK Urban Cluster"	C	3596707	0	1.389	0	35.298753	-99.638107
79903	"Sayre--Waverly, PA--NY Urban Cluster"	C	24238849	479651	9.359	0.185	41.978566	-76.522382
79930	"Schulenburg, TX Urban Cluster"	C	4449328	0	1.718	0	29.680682	-96.908743
79957	"Schuyler, NE Urban Cluster"	C	6567052	149285	2.536	0.058	41.4499	-97.065277
80011	"Scott City, KS Urban Cluster"	C	3917117	0	1.512	0	38.479847	-100.909072
80038	"Scott City, MO Urban Cluster"	C	10953941	2368	4.229	0.001	37.220344	-89.535871
80065	"Scottsbluff, NE Urban Cluster"	C	34064797	222703	13.152	0.086	41.854912	-103.667671
80092	"Scottsboro, AL Urban Cluster"	C	28787315	527139	11.115	0.204	34.649626	-86.035144
80119	"Scottsburg, IN Urban Cluster"	C	18791391	28595	7.255	0.011	38.692115	-85.795495
80173	"Scottsville, KY Urban Cluster"	C	10336767	12447	3.991	0.005	36.748632	-86.197472
80227	"Scranton, PA Urbanized Area"	U	442326788	8059603	170.783	3.112	41.24208	-75.927302
80281	"Sealy, TX Urban Cluster"	C	8023406	48593	3.098	0.019	29.774804	-96.155299
80308	"Searcy, AR Urban Cluster"	C	60706884	540103	23.439	0.209	35.241497	-91.706014
80335	"Seaside, OR Urban Cluster"	C	13568661	370638	5.239	0.143	46.005189	-123.91001
80362	"Seaside--Monterey, CA Urbanized Area"	U	100171547	605090	38.676	0.234	36.615585	-121.843762
80389	"Seattle, WA Urbanized Area"	U	2616507883	173676245	1010.239	67.057	47.468409	-122.274661
80400	"Sebastian--Vero Beach South--Florida Ridge, FL Urbanized Area"	U	250355427	25849171	96.663	9.98	27.663404	-80.422713
80416	"Sebring--Avon Park, FL Urbanized Area"	U	119509580	10114055	46.143	3.905	27.580561	-81.497229
80443	"Sedalia, MO Urban Cluster"	C	48724198	298972	18.813	0.115	38.695271	-93.230193
80470	"Sedona, AZ Urban Cluster"	C	12100304	54293	4.672	0.021	34.861648	-111.784246
80497	"Seguin, TX Urban Cluster"	C	40868098	542103	15.779	0.209	29.571717	-97.9679
80524	"Selma, AL Urban Cluster"	C	43710866	310809	16.877	0.12	32.410462	-87.034721
80551	"Selma, CA Urban Cluster"	C	32511893	0	12.553	0	36.567042	-119.608869
80578	"Selmer, TN Urban Cluster"	C	12152248	0	4.692	0	35.172904	-88.591736
80605	"Seminole, OK Urban Cluster"	C	8911966	0	3.441	0	35.233169	-96.67702
80632	"Seminole, TX Urban Cluster"	C	7866831	0	3.037	0	32.717035	-102.652436
80659	"Senatobia, MS Urban Cluster"	C	10034394	0	3.874	0	34.617891	-89.977968
80671	"Seneca, SC Urban Cluster"	C	86033862	2298976	33.218	0.888	34.700148	-82.946074
80686	"Sequim, WA Urban Cluster"	C	63301209	0	24.441	0	48.093919	-123.136469
80695	"Seven Lakes, NC Urban Cluster"	C	9995053	4259254	3.859	1.645	35.260584	-79.580844
80704	"Severance, CO Urban Cluster"	C	4030106	0	1.556	0	40.525617	-104.852887
80713	"Sevierville, TN Urban Cluster"	C	64851752	0	25.039	0	35.833885	-83.554497
80740	"Seville, OH Urban Cluster"	C	17841536	3989	6.889	0.002	41.014849	-81.86987
80767	"Seward, NE Urban Cluster"	C	6903009	2273	2.665	0.001	40.914262	-97.093022
80794	"Seymour, IN Urban Cluster"	C	35131807	80713	13.564	0.031	38.955122	-85.883768
80848	"Seymour (Outagamie County), WI Urban Cluster"	C	5701971	0	2.202	0	44.51247	-88.328711
80875	"Shady Cove, OR Urban Cluster"	C	6481172	249581	2.502	0.096	42.616985	-122.814044
80902	"Shady Side--Deale, MD Urban Cluster"	C	25817872	4624138	9.968	1.785	38.821809	-76.532808
80929	"Shafter, CA Urban Cluster"	C	9948439	0	3.841	0	35.496327	-119.277914
80956	"Shallowater, TX Urban Cluster"	C	4026085	0	1.554	0	33.693835	-101.995021
80985	"Shamokin--Mount Carmel, PA Urban Cluster"	C	21204455	46416	8.187	0.018	40.785536	-76.58593
81002	"Shannondale, WV Urban Cluster"	C	6737387	0	2.601	0	39.216662	-77.810191
81064	"Shawano, WI Urban Cluster"	C	16336509	677456	6.308	0.262	44.786739	-88.57531
81091	"Shawnee, OK Urban Cluster"	C	57506843	115653	22.204	0.045	35.33947	-96.921682
81118	"Sheboygan, WI Urbanized Area"	U	86596378	1018419	33.435	0.393	43.750796	-87.757742
81172	"Shelby, MT Urban Cluster"	C	3733106	0	1.441	0	48.506827	-111.867072
81199	"Shelby, NC Urban Cluster"	C	75478439	5396977	29.142	2.084	35.286751	-81.505757
81226	"Shelby, OH Urban Cluster"	C	13105884	163395	5.06	0.063	40.88363	-82.662476
81253	"Shelbyville, IL Urban Cluster"	C	7712413	0	2.978	0	39.408361	-88.809592
81280	"Shelbyville, IN Urban Cluster"	C	27190300	296780	10.498	0.115	39.527071	-85.776245
81307	"Shelbyville, KY Urban Cluster"	C	35560165	488837	13.73	0.189	38.216915	-85.255798
81334	"Shelbyville, TN Urban Cluster"	C	34930387	0	13.487	0	35.488424	-86.450477
81361	"Sheldon, IA Urban Cluster"	C	5322815	0	2.055	0	43.182339	-95.843959
81388	"Shelley, ID Urban Cluster"	C	5352078	0	2.066	0	43.38009	-112.126375
81415	"Shelton, WA Urban Cluster"	C	47215771	1222644	18.23	0.472	47.233616	-123.090369
81442	"Shenandoah, IA Urban Cluster"	C	10765549	0	4.157	0	40.752871	-95.372944
81472	"Shenandoah--Mahanoy City--Frackville, PA Urban Cluster"	C	29667894	423259	11.455	0.163	40.790196	-76.200589
81496	"Shepherdstown, WV--MD Urban Cluster"	C	9276753	85291	3.582	0.033	39.438716	-77.786536
81523	"Sheridan, AR Urban Cluster"	C	8948752	0	3.455	0	34.307217	-92.403854
81550	"Sheridan, IN Urban Cluster"	C	4039570	2453	1.56	0.001	40.130254	-86.224814
81577	"Sheridan, OR Urban Cluster"	C	8315595	158433	3.211	0.061	45.099447	-123.403456
81604	"Sheridan, WY Urban Cluster"	C	33890073	49823	13.085	0.019	44.786578	-106.961975
81631	"Sherman, TX Urbanized Area"	U	93121207	481884	35.954	0.186	33.681625	-96.583583
81658	"Shippensburg, PA Urban Cluster"	C	25395294	72686	9.805	0.028	40.052306	-77.507523
81685	"Shiprock, NM Urban Cluster"	C	11067544	2030	4.273	0.001	36.785763	-108.684893
81701	"Shorewood Forest, IN Urban Cluster"	C	6537084	876673	2.524	0.338	41.46217	-87.164866
81712	"Show Low, AZ Urban Cluster"	C	23141618	0	8.935	0	34.236165	-110.054448
81739	"Shreveport, LA Urbanized Area"	U	480096637	6229516	185.366	2.405	32.487288	-93.756205
81766	"Sibley, IA Urban Cluster"	C	2766531	0	1.068	0	43.402349	-95.744928
81793	"Sidney, MT Urban Cluster"	C	10300293	0	3.977	0	47.711901	-104.17633
81820	"Sidney, NE Urban Cluster"	C	8307331	0	3.207	0	41.136849	-102.978402
81847	"Sidney, NY Urban Cluster"	C	9892531	149463	3.82	0.058	42.303476	-75.384713
81874	"Sidney, OH Urban Cluster"	C	29571313	344354	11.418	0.133	40.293747	-84.162927
81889	"Sierra View--Indian Mountain Lake, PA Urban Cluster"	C	103874214	464028	40.106	0.179	40.964514	-75.463484
81901	"Sierra Vista, AZ Urbanized Area"	U	78423080	50937	30.279	0.02	31.535568	-110.285492
81928	"Sikeston, MO Urban Cluster"	C	21371024	27301	8.251	0.011	36.878681	-89.581255
81955	"Siler City, NC Urban Cluster"	C	17909237	46121	6.915	0.018	35.73286	-79.460569
81982	"Siloam Springs, AR--OK Urban Cluster"	C	37286231	206220	14.396	0.08	36.200998	-94.535864
82009	"Silsbee, TX Urban Cluster"	C	29668598	198013	11.455	0.076	30.365594	-94.174826
82023	"Silt, CO Urban Cluster"	C	3023366	0	1.167	0	39.549684	-107.652692
82036	"Silver City, NM Urban Cluster"	C	26309413	52607	10.158	0.02	32.77845	-108.266015
82063	"Silver Creek, NY Urban Cluster"	C	6725763	17807	2.597	0.007	42.551606	-79.149167
82076	"Silver Lakes, CA Urban Cluster"	C	5768546	1031337	2.227	0.398	34.750808	-117.344111
82090	"Silverthorne--Frisco, CO Urban Cluster"	C	23234532	77606	8.971	0.03	39.632711	-106.052257
82117	"Silverton, OR Urban Cluster"	C	10035320	42776	3.875	0.017	45.003671	-122.775459
82144	"Simi Valley, CA Urbanized Area"	U	81413318	1899012	31.434	0.733	34.269707	-118.746872
82171	"Sinton, TX Urban Cluster"	C	5761174	0	2.224	0	28.033549	-97.506801
82198	"Sioux Center, IA Urban Cluster"	C	9380431	0	3.622	0	43.078091	-96.171512
82225	"Sioux City, IA--NE--SD Urbanized Area"	U	140773771	2131844	54.353	0.823	42.482033	-96.401324
82252	"Sioux Falls, SD Urbanized Area"	U	166308897	1145930	64.212	0.442	43.533494	-96.735632
82279	"Sissonville, WV Urban Cluster"	C	7403095	45495	2.858	0.018	38.479017	-81.660217
82306	"Sitka, AK Urban Cluster"	C	10510356	95452	4.058	0.037	57.05603	-135.294114
82333	"Skaneateles, NY Urban Cluster"	C	7265733	0	2.805	0	42.950945	-76.428007
82360	"Skiatook, OK Urban Cluster"	C	9590366	68944	3.703	0.027	36.363587	-96.016739
82387	"Skowhegan, ME Urban Cluster"	C	8004558	105055	3.091	0.041	44.778149	-69.712196
82414	"Slaton, TX Urban Cluster"	C	6552090	11252	2.53	0.004	33.435263	-101.649413
82441	"Sleepy Eye, MN Urban Cluster"	C	3949168	7252	1.525	0.003	44.296742	-94.722119
82468	"Slidell, LA Urbanized Area"	U	151633885	5466069	58.546	2.11	30.294417	-89.791275
82495	"Slippery Rock, PA Urban Cluster"	C	8467496	0	3.269	0	41.062533	-80.050842
82522	"Smithfield, NC Urban Cluster"	C	61225730	154031	23.639	0.059	35.530612	-78.35842
82549	"Smithfield, VA Urban Cluster"	C	24805986	287942	9.578	0.111	36.980049	-76.592973
82562	"Smithton, IL Urban Cluster"	C	6165947	309522	2.381	0.12	38.3931	-89.995868
82603	"Smithville, TN Urban Cluster"	C	8259502	0	3.189	0	35.953689	-85.825939
82630	"Smithville, TX Urban Cluster"	C	5195406	4225	2.006	0.002	30.005703	-97.151835
82641	"Smithville North, MO Urban Cluster"	C	4064682	0	1.569	0	39.436393	-94.563017
82665	"Sneads Ferry, NC Urban Cluster"	C	13917665	1087083	5.374	0.42	34.540524	-77.383919
82675	"Snoqualmie, WA Urban Cluster"	C	30997107	300289	11.968	0.116	47.534618	-121.877055
82684	"Snowflake, AZ Urban Cluster"	C	12803233	0	4.943	0	34.505384	-110.083373
82711	"Snyder, TX Urban Cluster"	C	17774587	72772	6.863	0.028	32.71458	-100.9148
82724	"Social Circle, GA Urban Cluster"	C	9245866	53201	3.57	0.021	33.670125	-83.718433
82738	"Socorro, NM Urban Cluster"	C	15972538	25853	6.167	0.01	34.06402	-106.898182
82765	"Soda Springs, ID Urban Cluster"	C	5965323	132294	2.303	0.051	42.683262	-111.584809
82792	"Sodus, NY Urban Cluster"	C	6019480	0	2.324	0	43.239049	-77.061871
82819	"Soldotna, AK Urban Cluster"	C	18827796	639911	7.269	0.247	60.48282	-151.111367
82846	"Soledad, CA Urban Cluster"	C	10717845	23207	4.138	0.009	36.431116	-121.329208
82873	"Solvang--Buellton--Santa Ynez, CA Urban Cluster"	C	19757330	2595	7.628	0.001	34.612975	-120.094827
82900	"Somerset, KY Urban Cluster"	C	89464759	1394409	34.543	0.538	37.064874	-84.626218
82913	"Somerset, MI Urban Cluster"	C	8693474	3311462	3.357	1.279	42.058488	-84.41297
82927	"Somerset, PA Urban Cluster"	C	20258271	0	7.822	0	40.006313	-79.066916
82937	"Somerset, WI Urban Cluster"	C	5259489	0	2.031	0	45.127557	-92.672062
82981	"Somerton, AZ Urban Cluster"	C	19755593	3867	7.628	0.001	32.580192	-114.647366
83008	"Sonoma, CA Urban Cluster"	C	32188801	0	12.428	0	38.299143	-122.47654
83062	"Sonora, TX Urban Cluster"	C	5021296	0	1.939	0	30.567918	-100.64435
83073	"Sonora--Jamestown--Phoenix Lake, CA Urban Cluster"	C	80837982	559492	31.212	0.216	38.001669	-120.317395
83089	"Soperton, GA Urban Cluster"	C	6427690	91756	2.482	0.035	32.37269	-82.596427
83116	"South Bend, IN--MI Urbanized Area"	U	417300959	8309584	161.121	3.208	41.714357	-86.201743
83143	"South Boston, VA Urban Cluster"	C	17727398	59464	6.845	0.023	36.727461	-78.911876
83156	"South Deerfield, MA Urban Cluster"	C	17073321	211717	6.592	0.082	42.434253	-72.564163
83210	"South Fallsburg, NY Urban Cluster"	C	8627769	24659	3.331	0.01	41.724769	-74.617933
83251	"South Haven, MI Urban Cluster"	C	13578480	262194	5.243	0.101	42.394828	-86.269633
83278	"South Hill, VA Urban Cluster"	C	12520790	86575	4.834	0.033	36.72211	-78.115354
83305	"South Lake Tahoe, CA--NV Urban Cluster"	C	43194831	570993	16.678	0.22	38.86082	-120.011407
83332	"South Lyon--Howell, MI Urbanized Area"	U	265989378	24405919	102.699	9.423	42.507278	-83.806042
83359	"Southold, NY Urban Cluster"	C	28786117	2505598	11.114	0.967	41.081036	-72.395374
83368	"South Paris, ME Urban Cluster"	C	11658068	263788	4.501	0.102	44.21559	-70.521238
83377	"South Pittsburg, TN--AL Urban Cluster"	C	12763478	0	4.928	0	34.946033	-85.726239
83386	"South Vacherie, LA Urban Cluster"	C	3836845	10034	1.481	0.004	29.935533	-90.695285
83440	"Sparta, GA Urban Cluster"	C	9971569	44375	3.85	0.017	33.275141	-82.973767
83467	"Sparta, IL Urban Cluster"	C	6203063	14691	2.395	0.006	38.129284	-89.704753
83480	"Sparta, MI Urban Cluster"	C	4470726	4498	1.726	0.002	43.156675	-85.708595
83494	"Sparta, TN Urban Cluster"	C	16526728	0	6.381	0	35.934817	-85.479685
83521	"Sparta, WI Urban Cluster"	C	14072955	0	5.434	0	43.939007	-90.816434
83548	"Spartanburg, SC Urbanized Area"	U	492279471	7738958	190.07	2.988	34.974865	-81.989514
83575	"Spearfish, SD Urban Cluster"	C	15826202	0	6.111	0	44.494386	-103.854997
83602	"Spearman, TX Urban Cluster"	C	3966314	0	1.531	0	36.194103	-101.194145
83629	"Spencer, IA Urban Cluster"	C	15982385	349225	6.171	0.135	43.143744	-95.156558
83656	"Spencer, WV Urban Cluster"	C	5100240	43852	1.969	0.017	38.810979	-81.361809
83710	"Spirit Lake, IA Urban Cluster"	C	30080854	4444728	11.614	1.716	43.390905	-95.116367
83764	"Spokane, WA Urbanized Area"	U	425437513	5134615	164.262	1.982	47.68043	-117.352257
83791	"Spooner, WI Urban Cluster"	C	4369046	115200	1.687	0.044	45.822135	-91.890379
83818	"Spout Springs, NC Urban Cluster"	C	45858143	1342247	17.706	0.518	35.272911	-79.047306
83851	"Spring Creek North, NV Urban Cluster"	C	8547315	2334	3.3	0.001	40.806218	-115.664538
83859	"Spring Creek South, NV Urban Cluster"	C	14567432	137195	5.625	0.053	40.729553	-115.589359
83872	"Springfield, GA Urban Cluster"	C	6331763	0	2.445	0	32.367258	-81.31324
83899	"Springfield, IL Urbanized Area"	U	239169908	6319392	92.344	2.44	39.786626	-89.642412
83926	"Springfield, MA--CT Urbanized Area"	U	902770609	26870545	348.562	10.375	42.125901	-72.573958
83953	"Springfield, MO Urbanized Area"	U	368717546	1617211	142.363	0.624	37.148873	-93.287053
83980	"Springfield, OH Urbanized Area"	U	126811593	328699	48.962	0.127	39.937651	-83.813008
83993	"Springfield, TN Urban Cluster"	C	31703305	0	12.241	0	36.485193	-86.877108
84007	"Springfield, VT Urban Cluster"	C	7997140	215812	3.088	0.083	43.309922	-72.500521
84024	"Spring Hill, FL Urbanized Area"	U	298004367	10280836	115.06	3.969	28.487992	-82.524297
84034	"Spring Hill, KS Urban Cluster"	C	9226656	57200	3.562	0.022	38.740719	-94.82142
84061	"Springhill, LA Urban Cluster"	C	14100229	62504	5.444	0.024	32.992521	-93.456663
84088	"Spring Hill, TN Urban Cluster"	C	56310958	53276	21.742	0.021	35.741634	-86.914273
84115	"Springs, NY Urban Cluster"	C	35923271	148052	13.87	0.057	40.976183	-72.177786
84124	"Springtown, TX Urban Cluster"	C	5599027	0	2.162	0	32.968616	-97.683875
84132	"Springville, AL Urban Cluster"	C	6585757	30256	2.543	0.012	33.771477	-86.48178
84142	"Springville, NY Urban Cluster"	C	6425511	51958	2.481	0.02	42.509449	-78.672528
84155	"Spruce Pine, NC Urban Cluster"	C	19217744	0	7.42	0	35.924271	-82.036916
84169	"Stafford Springs, CT Urban Cluster"	C	14883488	132265	5.747	0.051	41.967751	-72.295411
84223	"Stamford, TX Urban Cluster"	C	4752974	15815	1.835	0.006	32.942336	-99.795358
